symbol,company,sector,source,fiscal_year,status,fcff_2025_m,fcff_2024_m,fcff_2023_m,ebit_m,dna_m,delta_nwc_m,capex_m,roic_nopat_m,ic_current_m,ic_prior_m,avg_ic_m,roic_pct,rf_pct,beta,erp_pct,ke_pct,interest_exp_m,icr,rating,spread_pct,kd_pretax_pct,kd_aftertax_pct,market_cap_b,total_debt_b,equity_weight_pct,debt_weight_pct,wacc_pct
SMC,San Miguel Corporation,Holding Firms,Yahoo (SMGBF),2025-12-31,PARTIAL,148888.5,68212.5,33175.25,186186.0,69610.0,-22336.0,82697.0,139639.5,1595812.0,1592300.0,1594056.0,8.76001219530556,7.706,,6.69,,90621.0,2.0545568907869036,Ba2/BB,1.8399999999999999,9.546000000000001,7.1595,186.597280308992,1624.146,10.305010231883912,89.6949897681161,
SMPH,"SM Prime Holdings, Inc.",Property,Yahoo (SPHXF),2024-12-31,OK,22947.6005,59529.1175,48592.78925,68547.766,15037.788,43346.724,154.288,51410.8245,791767.04,731037.388,761402.214,6.752124377195468,7.706,0.453,6.69,10.73657,13934.024,4.919452270212826,A2/A,0.7799999999999999,8.486,6.3645000000000005,536.376166495232,389.920139,57.90546322091457,42.09453677908543,8.89616738584264
SOC,"SOCResources, Inc.",Property,Reuters (SOC.PS),Reuters,OK,52.63,53.2125,34.8925,47.16,2.52,-15.03,0.29,35.37,1020.81,996.61,1008.71,3.506458744336826,7.706,0.09,6.69,8.3081,,,,,,,0.1804,,100.0,,8.3081
SPC,SPC Power Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
SPM,Seafront Resources Corporation,Holding Firms,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
SPNEC,SP New Energy Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
SRDC,Supercity Realty Development Corp.,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
SSI,"SSI Group, Inc.",Services,Reuters (SSI.PS),Reuters,OK,-24.305,1873.225,2648.6975,2135.38,2097.77,1981.18,1742.43,1601.535,17221.98,14631.81,15926.895,10.055538132197142,7.706,0.86,6.69,13.459399999999999,191.17,11.170058063503689,Aaa/AAA,0.4,8.106,6.0795,7.4,5.01625,59.599315413268904,40.4006845867311,10.477869878183832
STI,"STI Education Systems Holdings, Inc.",Services,Reuters (STI.PS),Reuters,OK,1859.985,1184.395,1136.1225,2635.86,680.79,21.97,775.73,1976.895,12393.31,12738.81,12566.06,15.73201942374937,7.706,0.29,6.69,9.6461,184.55,14.282633432674071,Aaa/AAA,0.4,8.106,6.0795,12.7,4.984430000000001,71.8145849201812,28.1854150798188,8.640838985763184
STN,Steniel Manufacturing Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
STR,"Vistamalls, Inc.",Property,Reuters (STR.PS),Reuters,OK,8820.51,9978.1325,9301.8625,11300.92,1463.47,1111.68,6.97,8475.69,59169.48,53039.1,56104.29,15.107026574973146,7.706,0.21,6.69,9.110899999999999,2800.26,4.035668116532037,A3/A-,0.89,8.596,6.447,8.6,8.05245,51.64405237667731,48.35594762332269,7.822745911262306
SUN,"Suntrust Resort Holdings, Inc.",Property,Reuters (SUN.PS),Reuters,OK,-1577.0975,-4939.515,-3285.245,705.59,31.49,-2540.51,4678.29,529.1925,43148.53,40165.96,41657.245,1.2703492513727204,7.706,0.48,6.69,10.917200000000001,338.98,2.0815092335831022,Ba2/BB,1.8399999999999999,9.546000000000001,7.1595,3.1,35.089349999999996,8.11744635611761,91.88255364388239,7.4645292817238325
T,TKC Metals Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
TBGI,Transpacific Broadband Group Intl. Inc.,Services,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
TECH,Cirtek Holdings Philippines Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
TEL,PLDT Inc.,Services,Yahoo (PHI),2025-12-31,OK,18955.25,30402.5,14218.5,59203.0,59487.0,21853.0,63081.0,44402.25,474244.0,441032.0,457638.0,9.702483185399814,7.706,0.412,6.69,10.46228,18148.0,3.262232752920432,A3/A-,0.89,8.596,6.447,242.83288508902402,359.221,40.33407824502569,59.665921754974306,8.066526176956867
TFC,PTFC Redevelopment Corporation,Property,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
TFHI,"Top Frontier Investment Holdings, Inc.",Holding Firms,Yahoo (TPHIF),2025-12-31,OK,150495.0,69185.75,33278.0,186916.0,70580.0,-22455.0,82727.0,140187.0,1520267.0,1477351.0,1498809.0,9.353226461810678,7.706,-0.063,6.69,7.28453,91187.0,2.049809731650345,Ba2/BB,1.8399999999999999,9.546000000000001,7.1595,24.365961841120004,1628.697,1.4739887350680279,98.52601126493197,7.161342928115455
TOP,Top Line Business Development Corp.,Industrial,Reuters (TOP.PS),Reuters,OK,-2033.4225,95.87999999999997,-387.1575,335.05,51.85,2037.86,298.7,251.2875,4717.17,2123.0,3420.085,7.34740510835257,7.706,716.8,6.69,4803.098,173.7,1.9289004029936672,B1/B+,2.75,10.456,7.8420000000000005,14.7,3.27523,81.77920393786339,18.220796062136618,3929.3641835826306
TUGS,"Harbor Star Shipping Services, Inc.",Services,Reuters (TUGS.PS),Reuters,OK,373.1125,595.01,503.94,295.59,617.62,-55.82,522.02,221.6925,5452.08,5422.78,5437.43,4.077155935800553,7.706,0.58,6.69,11.5862,202.99,1.456180107394453,B3/B-,5.09,12.796000000000001,9.597000000000001,0.8499,3.60114,19.094413889787557,80.90558611021244,9.976826081095655
UBP,Union Bank of the Philippines,Financials,Reuters (UBP.PS),Reuters,PARTIAL,,,,,,,,,,,,,7.706,0.59,6.69,11.6531,20112.95,,,,,,86.6,,100.0,,11.6531
UNH,Uniholdings Inc.,Property,Reuters (UNH.PS),Reuters,PARTIAL,,386.4674999999999,6.87,,,,,,,,,,7.706,343.24,6.69,2303.9816,98.14,,,,,,8.3,,100.0,,2303.9816
UPM,United Paragon Mining Corporation,Mining and Oil,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
UPSON,Upson International Corp.,Services,Reuters (UPSON.PS),Reuters,OK,-1283.32,805.3775,620.19,741.2,470.42,1697.88,611.76,555.9,5408.34,3483.95,4446.145,12.502966052614116,7.706,406.25,6.69,2725.5185,189.62,3.9088703723235945,A3/A-,0.89,8.596,6.447,2.4,2.90223,45.26397383742312,54.73602616257688,1237.2068123808285
URC,Universal Robina Corporation,Industrial,Yahoo (UVRBY),2025-12-31,OK,7358.16406175,11374.8701595,10624.936073,14656.504313,5958.173301,3136.715457,6455.672017,10992.37823475,138816.814018,130207.970222,134512.39212,8.172018995055547,7.706,0.623,6.69,11.87387,1392.206861,10.527533460417274,Aaa/AAA,0.4,8.106,6.0795,112.050310196736,26.146155317,81.08044571197719,18.919554288022805,10.777601022201091
V,"Vantage Equities, Inc.",Financials,Reuters (V.PS),Reuters,OK,-1104.79,552.7525,586.5875,677.08,31.25,1641.62,2.23,507.81,9319.65,7680.12,8499.885,5.974316123100489,7.706,0.4,6.69,10.382000000000001,5.36,126.32089552238806,Aaa/AAA,0.4,8.106,6.0795,3.7,0.014839999999999999,99.60052115299717,0.3994788470028319,10.364812422607704
VITA,Vitarich Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
VLC,Villar Land Holdings Corp.,Property,Reuters (VLC.PS),Reuters,OK,9065.234999999999,1453.615,1384.695,1228.22,83.42,-8146.689999999998,86.04,921.165,18337.47,18410.74,18374.105,5.013387046607168,7.706,0.57,6.69,11.519300000000001,364.4,3.3705268935236004,A3/A-,0.89,8.596,6.447,288.6,5.07585,98.27161477527008,1.728385224729919,11.431631116246024
VLL,"Vista Land & Lifescapes, Inc.",Property,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
VMC,"Victorias Milling Company, Inc.",Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
VREIT,"VistaREIT, Inc.",Property,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
VVT,Vivant Corporation,Industrial,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
WEB,PhilWeb Corporation,Services,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
WIN,"Wellex Industries, Incorporated",Property,,,NO DATA,,,,,,,,,,,,,7.706,,6.69,,,,,,,,,,,,
WLCON,"Wilcon Depot, Inc.",Services,Reuters (WLCON.PS),Reuters,OK,3676.4075,3065.47,4308.005,3928.01,3188.67,188.08,2270.19,2946.0075,33440.31,32474.81,32957.56,8.938791281878878,7.706,0.74,6.69,12.656600000000001,681.8,5.761234966265767,A1/A+,0.7000000000000001,8.406,6.3045,23.8,9.8003,70.83270089850389,29.16729910149612,10.803863993773867
WPI,"Waterfront Philippines, Incorporated",Services,Reuters (WPI.PS),Reuters,OK,1301.3875,436.715,-81.4925,1759.05,352.72,-129.56,500.18,1319.2875,14954.03,14344.34,14649.185,9.005876436129382,7.706,0.43,6.69,10.5827,195.31,9.006451282576418,Aaa/AAA,0.4,8.106,6.0795,1.2,2.96306,28.824950877479544,71.17504912252045,7.377545187914658
X,Xurpas Inc.,SMEB,Reuters (X.PS),Reuters,OK,129.835,61.335,47.5225,122.82,3.65,-35.61,1.54,92.115,60.2,134.51,97.355,94.61763648502902,7.706,0.52,6.69,11.184800000000001,10.5,11.697142857142858,Aaa/AAA,0.4,8.106,6.0795,0.6033,0.03896,93.9339208420266,6.066079157973406,10.875108460747985
XG,NexGen Energy Corp.,SMEB,Yahoo (NXE),2025-12-31,OK,-878.823,-178.55125,-99.1725,-345.112,2.2,436.59,185.599,-258.834,1616.441,1159.163,1387.802,-18.65064324737967,7.706,1.687,6.69,18.99203,46.731,-7.385076287689114,D2/D,19.0,26.706000000000003,20.0295,472.13121614080006,0.586911,99.87584334801166,0.12415665198833963,18.993318088017386
ZHI,"Zeus Holdings, Inc.",Holding Firms,Reuters (ZHI.PS),Reuters,PARTIAL,,,,,,,,,,,,,7.706,0.6,6.69,11.72,0.0,,,,,,0.1423,,100.0,,11.72
